0,273.0
1,273.0
2,273.0
3,273.0
4,273.0
5,273.0
6,273.0
7,273.0
8,273.0
9,273.0
10,273.0
11,273.0
12,273.0
13,273.0
14,273.0
15,273.0
16,273.0
17,273.0
18,273.0
19,273.0
20,273.0
21,273.0
22,273.0
23,273.0
24,273.4418271387447
25,274.6139120564104
26,273.0
27,273.0
28,273.0
29,273.0
30,273.0
31,273.0
32,273.0
33,273.0
34,273.0
35,273.0
36,273.0
37,273.0
38,273.0
39,273.0
40,273.0
41,273.0
42,273.0
43,273.0
44,273.0
45,273.0
46,273.0
47,273.0
48,273.0
49,273.0
50,273.0
51,273.0
52,273.0
53,273.0
54,273.0
55,273.0
56,273.0
57,273.0
58,273.0
59,273.0
60,273.0
61,273.0
62,273.0
63,273.0
64,273.0
65,273.0
66,273.0
67,273.0
68,273.0
69,273.0
70,273.0
71,273.8729736229409
72,273.54775137598654
73,273.2516107309061
74,273.0
75,273.0
76,273.0
77,273.0
78,273.0
79,273.0
80,273.0
81,273.0
82,273.0
83,273.0
84,273.0
85,273.0
86,273.52813303113703
87,274.6839722791067
88,275.584124452657
89,274.17875048274584
90,273.0
91,273.0
92,273.4744358422904
93,273.0
94,273.0
95,273.0
96,273.0
97,273.9993809935329
98,275.13678789231153
99,275.2115426811556
100,273.0
101,273.0
102,273.72409410544617
103,273.0
104,273.0
105,273.0
106,273.0
107,273.0
108,273.0
109,273.0
110,273.0
111,273.0
112,275.4293458421739
113,276.5679510907324
114,275.87676270430876
115,276.1481395129591
116,274.05017496384073
117,274.47416841172196
118,275.1998000887251
119,274.6893277907516
120,278.43130469661094
121,277.146828159129
122,275.88160551991393
123,278.07800770868033
124,277.0730987623645
125,277.2398114541604
126,277.22942781508857
127,277.61338155537703
128,279.2576965880933
129,280.01859310475214
130,278.84972025866136
131,276.7093625418155
132,280.89351198525765
133,280.92065399006515
134,281.2725117228481
135,278.75782412631673
136,277.1596455601248
137,279.74222523103913
138,280.5070441812557
139,282.6775521314802
140,281.47322913391224
141,279.83831558761307
142,279.5718866046002
143,280.3156170695156
144,280.18444718510773
145,277.82671252443345
146,278.79756733499494
147,278.9535442952579
148,280.39018036947743
149,280.14024413858914
150,280.3476451293534
151,280.46090153767074
152,281.24375132813157
153,280.3990382745511
154,283.1254508043512
155,283.81242643536325
156,283.8738573042324
157,280.8260214198213
158,282.91990910886386
159,283.79112792999763
160,282.0809345446932
161,281.78632581067154
162,283.0053872751195
163,280.84258829667476
164,280.7629845151647
165,280.7452316426529
166,282.4231745939336
167,282.9843482063041
168,283.2188603165724
169,283.4772158812232
170,283.68310349211083
171,284.9864633042167
172,286.4449599963274
173,281.0535843367784
174,279.998103794341
175,282.43587463077574
176,284.592910411568
177,286.6009616648332
178,285.6946694929263
179,282.4574078644487
180,280.13280078042044
181,282.5868049324297
182,284.80883574612704
183,281.34404826305655
184,285.068717044776
185,286.8994248847447
186,287.67852519934786
187,283.7428542004641
188,281.2720484432939
